Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     159/159         void std::__insertion_sort<__gnu_cxx::__normal_iterator<Entity const**, std::vector<Entity const*, std::allocator<Entity const*> > >, __gnu_cxx::__ops::_Iter_comp_iter<Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode)::{lambda(Entity const*, Entity const*)#1}> >(__gnu_cxx::__normal_iterator<Entity const**, std::vector<Entity const*, std::allocator<Entity const*> > >, __gnu_cxx::__ops::_Iter_comp_iter<Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode)::{lambda(Entity const*, Entity const*)#1}>, __gnu_cxx::__ops::_Iter_comp_iter<Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode)::{lambda(Entity const*, Entity const*)#1}>) [65]
-----------------------------------------------
                0.04    0.92     318/318         Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [2]
[3]     71.8    0.04    0.92     318         renderEntities(std::vector<Entity const*, std::allocator<Entity const*> >&, std::vector<Light, std::allocator<Light> >&, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [3]
                0.22    0.68  475693/475693      RenderTriangle2::projectAndDraw(std::vector<Light, std::allocator<Light> >&, Entity const*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [4]
                0.01    0.00 2691234/3699493     Vertex::Vertex(Vertex const&) [14]
                0.01    0.00 1427079/6268419     Mat4::operator*(Vec4 const&) const [10]
                0.00    0.00 2691234/2691234     Vertex::operator=(Vertex const&) [37]
                0.00    0.00     954/5691        Vertex::Vertex() [44]
                0.00    0.00     318/318         Mat4::CreateScreenConversionMatrix() [54]
-----------------------------------------------
                0.22    0.68  475693/475693      renderEntities(std::vector<Entity const*, std::allocator<Entity const*> >&, std::vector<Light, std::allocator<Light> >&, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [3]
[4]     67.0    0.22    0.68  475693         RenderTriangle2::projectAndDraw(std::vector<Light, std::allocator<Light> >&, Entity const*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [4]
                0.57    0.00 5724465/5724465     std::_Function_handler<Color (), RenderTriangle2::drawTriangleX(FrameBuffer*, std::array<float, 3ul>&, Vec3 const&, std::vector<Light, std::allocator<Light> >&, Texture*, Material const&)::{lambda()#1}>::_M_invoke(std::_Any_data const&) [5]
                0.05    0.00 6808321/6808321     DepthBuffer::getDepth(unsigned int, unsigned int) const [8]
                0.01    0.02 5724465/5724465     FrameBuffer::SetPixel(unsigned int, unsigned int, float, Color const&) [11]
                0.02    0.00 2854158/6268419     Mat4::operator*(Vec4 const&) const [10]
                0.01    0.00  475693/475693      std::_Function_base::_Base_manager<RenderTriangle2::drawTriangleX(FrameBuffer*, std::array<float, 3ul>&, Vec3 const&, std::vector<Light, std::allocator<Light> >&, Texture*, Material const&)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<RenderTriangle2::drawTriangleX(FrameBuffer*, std::array<float, 3ul>&, Vec3 const&, std::vector<Light, std::allocator<Light> >&, Texture*, Material const&)::{lambda()#1}> const&, std::_Manager_operation) [15]
-----------------------------------------------
                0.57    0.00 5724465/5724465     RenderTriangle2::projectAndDraw(std::vector<Light, std::allocator<Light> >&, Entity const*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [4]
[5]     42.5    0.57    0.00 5724465         std::_Function_handler<Color (), RenderTriangle2::drawTriangleX(FrameBuffer*, std::array<float, 3ul>&, Vec3 const&, std::vector<Light, std::allocator<Light> >&, Texture*, Material const&)::{lambda()#1}>::_M_invoke(std::_Any_data const&) [5]
                0.00    0.00 5724465/5724465     std::_Function_handler<void (Color&, Vec3&), Material::additionalShaders::{lambda(Color&, Vec3&)#1}>::_M_invoke(std::_Any_data const&, Color&, Vec3&) [36]
-----------------------------------------------
                0.00    0.29     159/159         Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [2]
[6]     21.6    0.00    0.29     159         FrameBuffer::ResetPixels() [6]
                0.29    0.00     159/159         Texture::FillBlack() [7]
-----------------------------------------------
                0.29    0.00     159/159         FrameBuffer::ResetPixels() [6]
[7]     21.6    0.29    0.00     159         Texture::FillBlack() [7]
-----------------------------------------------
                0.05    0.00 6808321/6808321     RenderTriangle2::projectAndDraw(std::vector<Light, std::allocator<Light> >&, Entity const*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [4]
[8]      3.7    0.05    0.00 6808321         DepthBuffer::getDepth(unsigned int, unsigned int) const [8]
-----------------------------------------------
                0.05    0.00     159/159         Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [2]
[9]      3.7    0.05    0.00     159         DepthBuffer::resetDepth() [9]
-----------------------------------------------
                0.01    0.00 1427079/6268419     renderEntities(std::vector<Entity const*, std::allocator<Entity const*> >&, std::vector<Light, std::allocator<Light> >&, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [3]
                0.01    0.00 1987182/6268419     Vertex::changeRef(Mat4 const&) [12]
                0.02    0.00 2854158/6268419     RenderTriangle2::projectAndDraw(std::vector<Light, std::allocator<Light> >&, Entity const*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [4]
[10]     3.0    0.04    0.00 6268419         Mat4::operator*(Vec4 const&) const [10]
-----------------------------------------------
                0.01    0.02 5724465/5724465     RenderTriangle2::projectAndDraw(std::vector<Light, std::allocator<Light> >&, Entity const*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [4]
[11]     2.2    0.01    0.02 5724465         FrameBuffer::SetPixel(unsigned int, unsigned int, float, Color const&) [11]
                0.02    0.00 5724465/5724465     Texture::SetPixelColor(unsigned int, unsigned int, Color const&) [13]
                0.00    0.00 5724465/5724465     DepthBuffer::setDepth(unsigned int, unsigned int, float) [35]
-----------------------------------------------
                0.01    0.01  993591/993591      Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [2]
[12]     1.7    0.01    0.01  993591         Vertex::changeRef(Mat4 const&) [12]
                0.01    0.00 1987182/6268419     Mat4::operator*(Vec4 const&) const [10]
-----------------------------------------------
                0.02    0.00 5724465/5724465     FrameBuffer::SetPixel(unsigned int, unsigned int, float, Color const&) [11]
[13]     1.5    0.02    0.00 5724465         Texture::SetPixelColor(unsigned int, unsigned int, Color const&) [13]
-----------------------------------------------
                0.00    0.00     220/3699493     Mesh::CreateCube() [22]
                0.00    0.00     260/3699493     void std::vector<Vertex, std::allocator<Vertex> >::_M_emplace_back_aux<Vertex>(Vertex&&) [23]
                0.00    0.00    1260/3699493     Mesh::CreateSphere(unsigned int, unsigned int) [21]
                0.00    0.00    4723/3699493     loadMeshFromObj(RessourceManager&) [19]
                0.00    0.00    8205/3699493     void std::vector<Vertex, std::allocator<Vertex> >::_M_emplace_back_aux<Vertex&>(Vertex&) [20]
                0.01    0.00  993591/3699493     Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [2]
                0.01    0.00 2691234/3699493     renderEntities(std::vector<Entity const*, std::allocator<Entity const*> >&, std::vector<Light, std::allocator<Light> >&, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [3]
[14]     1.5    0.02    0.00 3699493         Vertex::Vertex(Vertex const&) [14]
-----------------------------------------------
                0.01    0.00  475693/475693      RenderTriangle2::projectAndDraw(std::vector<Light, std::allocator<Light> >&, Entity const*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [4]
[15]     0.7    0.01    0.00  475693         std::_Function_base::_Base_manager<RenderTriangle2::drawTriangleX(FrameBuffer*, std::array<float, 3ul>&, Vec3 const&, std::vector<Light, std::allocator<Light> >&, Texture*, Material const&)::{lambda()#1}>::_M_manager(std::_Any_data&, std::_Function_base::_Base_manager<RenderTriangle2::drawTriangleX(FrameBuffer*, std::array<float, 3ul>&, Vec3 const&, std::vector<Light, std::allocator<Light> >&, Texture*, Material const&)::{lambda()#1}> const&, std::_Manager_operation) [15]
-----------------------------------------------
                0.00    0.01       1/1           Events::run() [1]
[16]     0.7    0.00    0.01       1         FrameBuffer::FrameBuffer(unsigned int, unsigned int) [16]
                0.01    0.00       1/1           Texture::Texture(unsigned int, unsigned int) [17]
                0.00    0.00       1/1           DepthBuffer::DepthBuffer(unsigned int, unsigned int) [120]
-----------------------------------------------
                0.01    0.00       1/1           FrameBuffer::FrameBuffer(unsigned int, unsigned int) [16]
[17]     0.7    0.01    0.00       1         Texture::Texture(unsigned int, unsigned int) [17]
-----------------------------------------------
                0.00    0.00       1/1           Events::run() [1]
[18]     0.0    0.00    0.00       1         Events::entitiesInit(std::vector<Entity, std::allocator<Entity> >&) [18]
                0.00    0.00       1/1           loadMeshFromObj(RessourceManager&) [19]
                0.00    0.00       6/6           Mesh::CreateSphere(unsigned int, unsigned int) [21]
                0.00    0.00      10/10          Mesh::CreateCube() [22]
                0.00    0.00      38/356         Mat4::operator*=(Mat4 const&) [53]
                0.00    0.00      17/176         Mat4::CreateTranslationMatrix(Vec3 const&) [55]
                0.00    0.00      17/17          Mat4::CreateScaleMatrix(Vec3 const&) [75]
                0.00    0.00      17/17          void std::vector<Entity, std::allocator<Entity> >::emplace_back<Entity>(Entity&&) [76]
                0.00    0.00      17/113         std::_Function_base::_Base_manager<Material::additionalShaders::{lambda(Color&, Vec3&)#1}>::_M_manager(std::_Any_data&, Material::additionalShaders::{lambda(Color&, Vec3&)#1} const&, std::_Manager_operation) [68]
                0.00    0.00      16/16          Entity::Entity() [77]
                0.00    0.00       6/6           void std::vector<Entity, std::allocator<Entity> >::_M_emplace_back_aux<Entity>(Entity&&) [95]
                0.00    0.00       4/481         Mat4::CreateRotationMatrix(Vec3 const&) [52]
                0.00    0.00       1/18          Mat4::IdentityInArray() [74]
-----------------------------------------------
                0.00    0.00       1/1           Events::entitiesInit(std::vector<Entity, std::allocator<Entity> >&) [18]
[19]     0.0    0.00    0.00       1         loadMeshFromObj(RessourceManager&) [19]
                0.00    0.00      14/14          void std::vector<Vertex, std::allocator<Vertex> >::_M_emplace_back_aux<Vertex&>(Vertex&) [20]
                0.00    0.00    4723/3699493     Vertex::Vertex(Vertex const&) [14]
                0.00    0.00    4737/5691        Vertex::Vertex() [44]
                0.00    0.00      12/28          tinyobj::_material_t::~_material_t() [72]
                0.00    0.00       1/2131        tinyobj::parseReal(char const**, float*) [48]
                0.00    0.00       1/1           tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, char const*, char const*, bool, bool) [130]
-----------------------------------------------
                0.00    0.00      14/14          loadMeshFromObj(RessourceManager&) [19]
[20]     0.0    0.00    0.00      14         void std::vector<Vertex, std::allocator<Vertex> >::_M_emplace_back_aux<Vertex&>(Vertex&) [20]
                0.00    0.00    8205/3699493     Vertex::Vertex(Vertex const&) [14]
-----------------------------------------------
                0.00    0.00       6/6           Events::entitiesInit(std::vector<Entity, std::allocator<Entity> >&) [18]
[21]     0.0    0.00    0.00       6         Mesh::CreateSphere(unsigned int, unsigned int) [21]
                0.00    0.00    1260/3699493     Vertex::Vertex(Vertex const&) [14]
                0.00    0.00    1272/1512        Vertex::Vertex(Vec3 const&, Vec3 const&) [49]
                0.00    0.00    1170/1230        Mesh::addQuad(int, int, int, int) [51]
                0.00    0.00       6/16          std::vector<Vertex, std::allocator<Vertex> >::reserve(unsigned long) [78]
-----------------------------------------------
                0.00    0.00      10/10          Events::entitiesInit(std::vector<Entity, std::allocator<Entity> >&) [18]
[22]     0.0    0.00    0.00      10         Mesh::CreateCube() [22]
                0.00    0.00      20/20          void std::vector<Vertex, std::allocator<Vertex> >::_M_emplace_back_aux<Vertex>(Vertex&&) [23]
                0.00    0.00     220/3699493     Vertex::Vertex(Vertex const&) [14]
                0.00    0.00     240/1512        Vertex::Vertex(Vec3 const&, Vec3 const&) [49]
                0.00    0.00      60/1230        Mesh::addQuad(int, int, int, int) [51]
                0.00    0.00      10/16          std::vector<Vertex, std::allocator<Vertex> >::reserve(unsigned long) [78]
-----------------------------------------------
                0.00    0.00      20/20          Mesh::CreateCube() [22]
[23]     0.0    0.00    0.00      20         void std::vector<Vertex, std::allocator<Vertex> >::_M_emplace_back_aux<Vertex>(Vertex&&) [23]
                0.00    0.00     260/3699493     Vertex::Vertex(Vertex const&) [14]
-----------------------------------------------
                0.00    0.00       1/1           get_proc [25]
[24]     0.0    0.00    0.00       1         find_coreGL [24]
-----------------------------------------------
                                 271             get_proc [25]
                0.00    0.00       1/1           gladLoadGL [26]
[25]     0.0    0.00    0.00       1+271     get_proc [25]
                0.00    0.00       1/1           find_coreGL [24]
                                 271             get_proc [25]
-----------------------------------------------
                0.00    0.00       1/1           Events::Events() [165]
[26]     0.0    0.00    0.00       1         gladLoadGL [26]
                0.00    0.00       1/1           get_proc [25]
-----------------------------------------------
                0.00    0.00 5724465/5724465     FrameBuffer::SetPixel(unsigned int, unsigned int, float, Color const&) [11]
[35]     0.0    0.00    0.00 5724465         DepthBuffer::setDepth(unsigned int, unsigned int, float) [35]
-----------------------------------------------
                0.00    0.00 5724465/5724465     std::_Function_handler<Color (), RenderTriangle2::drawTriangleX(FrameBuffer*, std::array<float, 3ul>&, Vec3 const&, std::vector<Light, std::allocator<Light> >&, Texture*, Material const&)::{lambda()#1}>::_M_invoke(std::_Any_data const&) [5]
[36]     0.0    0.00    0.00 5724465         std::_Function_handler<void (Color&, Vec3&), Material::additionalShaders::{lambda(Color&, Vec3&)#1}>::_M_invoke(std::_Any_data const&, Color&, Vec3&) [36]
-----------------------------------------------
                0.00    0.00 2691234/2691234     renderEntities(std::vector<Entity const*, std::allocator<Entity const*> >&, std::vector<Light, std::allocator<Light> >&, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [3]
[37]     0.0    0.00    0.00 2691234         Vertex::operator=(Vertex const&) [37]
-----------------------------------------------
                0.00    0.00   12820/12820       tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::istream*, tinyobj::MaterialReader*, bool, bool) [131]
[38]     0.0    0.00    0.00   12820         std::vector<float, std::allocator<float> >::push_back(float const&) [38]
-----------------------------------------------
                0.00    0.00     120/11301       tinyobj::parseReal3(float*, float*, float*, char const**, double, double, double) [69]
                0.00    0.00    3002/11301       tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::istream*, tinyobj::MaterialReader*, bool, bool) [131]
                0.00    0.00    8179/11301       tinyobj::parseReal(char const**, double) [43]
[39]     0.0    0.00    0.00   11301         tinyobj::parseInt(char const**) [39]
-----------------------------------------------
                0.00    0.00     174/9458        tinyobj::LoadMtl(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::istream*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [129]
                0.00    0.00    9284/9458        tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::istream*, tinyobj::MaterialReader*, bool, bool) [131]
[40]     0.0    0.00    0.00    9458         tinyobj::safeGetline(std::istream&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [40]
-----------------------------------------------
                0.00    0.00    9006/9006        tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::istream*, tinyobj::MaterialReader*, bool, bool) [131]
[41]     0.0    0.00    0.00    9006         tinyobj::parseTriple(char const**, int, int, int, tinyobj::vertex_index_t*) [clone .constprop.568] [41]
-----------------------------------------------
                0.00    0.00    9006/9006        tinyobj::exportGroupsToShape(tinyobj::shape_t*, tinyobj::PrimGroup const&, std::vector<tinyobj::tag_t, std::allocator<tinyobj::tag_t> > const&, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, std::vector<float, std::allocator<float> > const&) [81]
[42]     0.0    0.00    0.00    9006         std::vector<tinyobj::index_t, std::allocator<tinyobj::index_t> >::push_back(tinyobj::index_t const&) [42]
-----------------------------------------------
                0.00    0.00      36/8179        tinyobj::LoadMtl(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::istream*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [129]
                0.00    0.00      60/8179        tinyobj::parseReal3(float*, float*, float*, char const**, double, double, double) [69]
                0.00    0.00    8083/8179        tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::istream*, tinyobj::MaterialReader*, bool, bool) [131]
[43]     0.0    0.00    0.00    8179         tinyobj::parseReal(char const**, double) [43]
                0.00    0.00    8179/11301       tinyobj::parseInt(char const**) [39]
-----------------------------------------------
                0.00    0.00     954/5691        renderEntities(std::vector<Entity const*, std::allocator<Entity const*> >&, std::vector<Light, std::allocator<Light> >&, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [3]
                0.00    0.00    4737/5691        loadMeshFromObj(RessourceManager&) [19]
[44]     0.0    0.00    0.00    5691         Vertex::Vertex() [44]
-----------------------------------------------
                0.00    0.00    2990/2990        tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::istream*, tinyobj::MaterialReader*, bool, bool) [131]
[45]     0.0    0.00    0.00    2990         std::vector<tinyobj::vertex_index_t, std::allocator<tinyobj::vertex_index_t> >::vector(std::vector<tinyobj::vertex_index_t, std::allocator<tinyobj::vertex_index_t> > const&) [45]
-----------------------------------------------
                0.00    0.00    2703/2703        Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [2]
[46]     0.0    0.00    0.00    2703         Entity::computeCenter() [46]
-----------------------------------------------
                0.00    0.00    2544/2544        Mat4::GetInverse() const [61]
[47]     0.0    0.00    0.00    2544         Mat4::determinant() const [47]
-----------------------------------------------
                0.00    0.00       1/2131        loadMeshFromObj(RessourceManager&) [19]
                0.00    0.00       1/2131        tinyobj::MaterialFileReader::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [128]
                0.00    0.00       1/2131        tinyobj::shape_t::shape_t(tinyobj::shape_t const&) [132]
                0.00    0.00       2/2131        tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, char const*, char const*, bool, bool) [130]
                0.00    0.00       4/2131        void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_emplace_back_aux<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [97]
                0.00    0.00      14/2131        tinyobj::parseString(char const**) [80]
                0.00    0.00      28/2131        tinyobj::ParseTextureNameAndOption(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, tinyobj::texture_option_t*, char const*) [73]
                0.00    0.00     174/2131        tinyobj::LoadMtl(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::istream*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [129]
                0.00    0.00     324/2131        tinyobj::_material_t::_material_t(tinyobj::_material_t const&) [86]
                0.00    0.00    1582/2131        tinyobj::LoadObj(tinyobj::attrib_t*, std::vector<tinyobj::shape_t, std::allocator<tinyobj::shape_t> >*, std::vector<tinyobj::_material_t, std::allocator<tinyobj::_material_t> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::istream*, tinyobj::MaterialReader*, bool, bool) [131]
[48]     0.0    0.00    0.00    2131         tinyobj::parseReal(char const**, float*) [48]
-----------------------------------------------
                0.00    0.00     240/1512        Mesh::CreateCube() [22]
                0.00    0.00    1272/1512        Mesh::CreateSphere(unsigned int, unsigned int) [21]
[49]     0.0    0.00    0.00    1512         Vertex::Vertex(Vec3 const&, Vec3 const&) [49]
-----------------------------------------------
                0.00    0.00    1272/1272        Rasterizer::RenderScene(Scene*, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [2]
[50]     0.0    0.00    0.00    1272         void std::vector<Entity const*, std::allocator<Entity const*> >::_M_emplace_back_aux<Entity const*>(Entity const*&&) [50]
-----------------------------------------------
                0.00    0.00      60/1230        Mesh::CreateCube() [22]
                0.00    0.00    1170/1230        Mesh::CreateSphere(unsigned int, unsigned int) [21]
[51]     0.0    0.00    0.00    1230         Mesh::addQuad(int, int, int, int) [51]
                0.00    0.00      12/12          void std::vector<unsigned int, std::allocator<unsigned int> >::_M_emplace_back_aux<unsigned int>(unsigned int&&) [90]
-----------------------------------------------
                0.00    0.00       4/481         Events::entitiesInit(std::vector<Entity, std::allocator<Entity> >&) [18]
                0.00    0.00     159/481         Camera::actualize() [59]
                0.00    0.00     318/481         Events::run() [1]
[52]     0.0    0.00    0.00     481         Mat4::CreateRotationMatrix(Vec3 const&) [52]
-----------------------------------------------
                0.00    0.00      38/356         Events::entitiesInit(std::vector<Entity, std::allocator<Entity> >&) [18]
                0.00    0.00     318/356         Events::run() [1]
[53]     0.0    0.00    0.00     356         Mat4::operator*=(Mat4 const&) [53]
-----------------------------------------------
                0.00    0.00     318/318         renderEntities(std::vector<Entity const*, std::allocator<Entity const*> >&, std::vector<Light, std::allocator<Light> >&, FrameBuffer*, Mat4 const&, Mat4 const&, Camera&, E_RasterizerMode) [3]
[54]     0.0    0.00    0.00     318         Mat4::CreateScreenConversionMatrix() [54]
-----------------------------------------------
                0.00    0.00      17/176         Events::entitiesInit(std::vector<Entity, std::allocator<Entity> >&) [18]
                0.00    0.00     159/176         Camera::actualize() [59]
[55]     0.0    0.00    0.00     176         Mat4::CreateTranslationMatrix(Vec3 const&) [55]
-----------------------------------------------
                0.00    0.00     159/159         Events::run() [1]
[56]     0.0    0.00    0.00     159         Mat4::CreatePerspectiveProjectionMatrix(int, int, float, float, float) [56]
-----------------------------------------------
                0.00    0.00     159/159         Camera::actualize() [59]
[57]     0.0    0.00    0.00     159         Mat4::operator=(Mat4 const&) [57]
-----------------------------------------------
                0.00    0.00     159/159         Events::run() [1]
[58]     0.0    0.00    0.00     159         Camera::inputs(float, GLFWwindow*) [58]
-----------------------------------------------
                0.00    0.00     159/159         Events::run() [1]
[59]     0.0    0.00    0.00     159         Camera::actualize() [59]
                0.00    0.00     159/481         Mat4::CreateRotationMatrix(Vec3 const&) [52]
                0.00    0.00     159/176         Mat4::CreateTranslationMatrix(Vec3 const&) [55]
                0.00    0.00     159/159         Mat4::operator*(Mat4 const&) const [63]
                0.00    0.00     159/159         Mat4::operator=(Mat4 const&) [57]
-----------------------------------------------
                0.00    0.00     159/159         Events::run() [1]
[60]     0.0    0.00    0.00     159         DoOnce::input(bool) [60]
-----------------------------------------------
                0.00    0.00     159/159         Events::run() [1]
[61]     0.0    0.00    0.00     159         Mat4::GetInverse() const [61]
                0.00    0.00    2544/2544        Mat4::determinant() const [47]
                0.00    0.00     159/159         Mat4::CoMatrix() const [62]
-----------------------------------------------
                0.00    0.00     159/159         Mat4::GetInverse() const [61]
[62]     0.0    0.00    0.00     159         Mat4::CoMatrix() const [62]
-----------------------------------------------
                0.00    0.00     159/159         Camera::actualize() [59]
[63]     0.0    0.00    0.00     159         Mat4::operator*(Mat4 const&) const [63]
-----------------------------------------------
                0.00    0.00       1/159         Events::~Events() [166]
                0.00    0.00     158/159         Events::run() [1]
